action,action_family,artifacts,base_objective,cell_id,cold_render_max_abs,counter_scope,donor,extra_cell_render_evaluations,family,forward_evaluations,gradient_evaluations,immediate_gain,immediate_objective,iterations_run,lpips,magnitude,ms_ssim,n_gaussians,position_activity,position_coherence,predicted_gain,proposal_seconds,psnr,recovered_gain,seed,selected_iteration,shared_case_render_evaluations,smoke,split_min_eigenvalue,status,terminal_objective,total_cell_render_evaluations,total_seconds
birth_d1,birth,"{""base_field.npz"":""cells/two_lobes_s0_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s0_birth_d1/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s0_birth_d1/config.json"",""curves.png"":""cells/two_lobes_s0_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s0_birth_d1/error.png"",""field.npz"":""cells/two_lobes_s0_birth_d1/field.npz"",""gradient_packet"":""cases/two_lobes_s0/gradient_packet.npz"",""history.json"":""cells/two_lobes_s0_birth_d1/history.json"",""immediate.png"":""cells/two_lobes_s0_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s0_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s0_birth_d1/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s0_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s0_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s0_birth_d1/reconstruction.png"",""target.npy"":""cells/two_lobes_s0_birth_d1/target.npy"",""target.png"":""cells/two_lobes_s0_birth_d1/target.png""}",7.058407388470543e-05,two_lobes_s0_birth_d1,0.0,recovery only,1,2,two_lobes,21,20,2.9130785946642607e-05,4.145328793806282e-05,20,0.0007323906174860895,1.0,0.9988570809364319,3,0.00014073208149056882,1.0500930935051807e-08,1.6567556713198428e-06,0.003852712001389591,55.907916043522604,6.930121643662092e-05,0,20,6,false,-1.9738041373784654e-05,ok,1.2828574480845007e-06,23,0.027884705999895232
birth_d2,birth,"{""base_field.npz"":""cells/two_lobes_s0_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s0_birth_d2/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s0_birth_d2/config.json"",""curves.png"":""cells/two_lobes_s0_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s0_birth_d2/error.png"",""field.npz"":""cells/two_lobes_s0_birth_d2/field.npz"",""gradient_packet"":""cases/two_lobes_s0/gradient_packet.npz"",""history.json"":""cells/two_lobes_s0_birth_d2/history.json"",""immediate.png"":""cells/two_lobes_s0_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s0_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s0_birth_d2/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s0_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s0_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s0_birth_d2/reconstruction.png"",""target.npy"":""cells/two_lobes_s0_birth_d2/target.npy"",""target.png"":""cells/two_lobes_s0_birth_d2/target.png""}",7.058407388470543e-05,two_lobes_s0_birth_d2,0.0,recovery only,2,2,two_lobes,21,20,-9.920467403864744e-06,8.050454128857017e-05,20,0.014714096672832966,1.0,0.9529616832733154,3,0.00014073208149056882,1.0500930935051807e-08,-3.739448948181234e-05,0.003852712001389591,40.93297517360287,3.0249963086113586e-05,0,20,6,false,-1.9738041373784654e-05,ok,4.033411079859184e-05,23,0.02807344800021383
noop,noop,"{""base_field.npz"":""cells/two_lobes_s1_noop/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_noop/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_noop/config.json"",""curves.png"":""cells/two_lobes_s1_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_noop/error.png"",""field.npz"":""cells/two_lobes_s1_noop/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_noop/history.json"",""immediate.png"":""cells/two_lobes_s1_noop/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_noop/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_noop/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_noop/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_noop/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_noop/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_noop/target.npy"",""target.png"":""cells/two_lobes_s1_noop/target.png""}",7.058745923828634e-05,two_lobes_s1_noop,0.0,recovery only,,2,two_lobes,21,20,0.0,7.058745923828634e-05,20,0.0032800165936350822,0.0,0.9956533312797546,3,0.00014449466834776103,2.1469525819978348e-08,0.0,0.00401889499698882,50.73509302583848,6.63660184529329e-05,1,20,6,false,-1.974840233742725e-05,ok,4.221440785353436e-06,23,0.028262002997507807
move_m5,move,"{""base_field.npz"":""cells/two_lobes_s1_move_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_move_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_move_m5/config.json"",""curves.png"":""cells/two_lobes_s1_move_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_move_m5/error.png"",""field.npz"":""cells/two_lobes_s1_move_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_move_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_move_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_move_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_move_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_move_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_move_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_move_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_move_m5/target.npy"",""target.png"":""cells/two_lobes_s1_move_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_move_m5,0.0,recovery only,,2,two_lobes,21,20,0.0,7.058745923828634e-05,20,0.0032800165936350822,0.5,0.9956533312797546,3,0.00014449466834776103,2.1469525819978348e-08,1.882629469958306e-20,0.00401889499698882,50.73509302583848,6.63660184529329e-05,1,20,6,false,-1.974840233742725e-05,ok,4.221440785353436e-06,23,0.02870416999940062
move_m10,move,"{""base_field.npz"":""cells/two_lobes_s1_move_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_move_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_move_m10/config.json"",""curves.png"":""cells/two_lobes_s1_move_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_move_m10/error.png"",""field.npz"":""cells/two_lobes_s1_move_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_move_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_move_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_move_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_move_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_move_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_move_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_move_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_move_m10/target.npy"",""target.png"":""cells/two_lobes_s1_move_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_move_m10,0.0,recovery only,,2,two_lobes,21,20,0.0,7.058745923828634e-05,20,0.0032800165936350822,1.0,0.9956533312797546,3,0.00014449466834776103,2.1469525819978348e-08,2.5271812048392695e-20,0.00401889499698882,50.73509302583848,6.63660184529329e-05,1,20,6,false,-1.974840233742725e-05,ok,4.221440785353436e-06,23,0.028106454003136605
scale_m5,scale,"{""base_field.npz"":""cells/two_lobes_s1_scale_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_scale_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_scale_m5/config.json"",""curves.png"":""cells/two_lobes_s1_scale_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_scale_m5/error.png"",""field.npz"":""cells/two_lobes_s1_scale_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_scale_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_scale_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_scale_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_scale_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_scale_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_scale_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_scale_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_scale_m5/target.npy"",""target.png"":""cells/two_lobes_s1_scale_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_scale_m5,0.0,recovery only,,2,two_lobes,21,20,1.3108076894454519e-05,5.747938234383182e-05,20,0.0023556530941277742,0.5,0.9956150650978088,3,0.00014449466834776103,2.1469525819978348e-08,1.2678960047196597e-05,0.00401889499698882,51.41012723325972,6.697371609199954e-05,1,20,6,false,-1.974840233742725e-05,ok,3.6137431462867925e-06,23,0.028133825999248074
scale_m10,scale,"{""base_field.npz"":""cells/two_lobes_s1_scale_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_scale_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_scale_m10/config.json"",""curves.png"":""cells/two_lobes_s1_scale_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_scale_m10/error.png"",""field.npz"":""cells/two_lobes_s1_scale_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_scale_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_scale_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_scale_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_scale_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_scale_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_scale_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_scale_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_scale_m10/target.npy"",""target.png"":""cells/two_lobes_s1_scale_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_scale_m10,0.0,recovery only,,2,two_lobes,21,20,2.1625921650391806e-05,4.896153758789453e-05,20,0.0011884430423378944,1.0,0.9973043203353882,3,0.00014449466834776103,2.1469525819978348e-08,1.997281469812151e-05,0.00401889499698882,53.15039911278454,6.81668198652035e-05,1,20,6,false,-1.974840233742725e-05,ok,2.42063937308283e-06,23,0.027811306001240155
rotate_m5,rotate,"{""base_field.npz"":""cells/two_lobes_s1_rotate_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_rotate_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_rotate_m5/config.json"",""curves.png"":""cells/two_lobes_s1_rotate_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_rotate_m5/error.png"",""field.npz"":""cells/two_lobes_s1_rotate_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_rotate_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_rotate_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_rotate_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_rotate_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_rotate_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_rotate_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_rotate_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_rotate_m5/target.npy"",""target.png"":""cells/two_lobes_s1_rotate_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_rotate_m5,0.0,recovery only,,2,two_lobes,21,20,1.5376717951774525e-11,7.058744386156838e-05,20,0.0032988046295940876,0.5,0.9956592917442322,3,0.00014449466834776103,2.1469525819978348e-08,2.614454833183011e-11,0.00401889499698882,50.75019003161021,6.638066760812508e-05,1,20,6,false,-1.974840233742725e-05,ok,4.2067916301612535e-06,23,0.027819856000860455
rotate_m10,rotate,"{""base_field.npz"":""cells/two_lobes_s1_rotate_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_rotate_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_rotate_m10/config.json"",""curves.png"":""cells/two_lobes_s1_rotate_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_rotate_m10/error.png"",""field.npz"":""cells/two_lobes_s1_rotate_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_rotate_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_rotate_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_rotate_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_rotate_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_rotate_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_rotate_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_rotate_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_rotate_m10/target.npy"",""target.png"":""cells/two_lobes_s1_rotate_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_rotate_m10,0.0,recovery only,,2,two_lobes,21,20,1.441248185520775e-11,7.058744482580448e-05,20,0.003319204319268465,1.0,0.9956603646278381,3,0.00014449466834776103,2.1469525819978348e-08,3.50887409406031e-11,0.00401889499698882,50.74940436151661,6.637990650028412e-05,1,20,6,false,-1.974840233742725e-05,ok,4.20755273800221e-06,23,0.027772333000029903
color_m5,color,"{""base_field.npz"":""cells/two_lobes_s1_color_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_color_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_color_m5/config.json"",""curves.png"":""cells/two_lobes_s1_color_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_color_m5/error.png"",""field.npz"":""cells/two_lobes_s1_color_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_color_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_color_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_color_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_color_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_color_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_color_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_color_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_color_m5/target.npy"",""target.png"":""cells/two_lobes_s1_color_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_color_m5,0.0,recovery only,,2,two_lobes,21,20,1.9911859214929517e-05,5.067560002335682e-05,20,0.002534338040277362,0.5,0.995222270488739,3,0.00014449466834776103,2.1469525819978348e-08,1.9911862182198092e-05,0.00401889499698882,50.5091715476928,6.614060545610576e-05,1,20,6,false,-1.974840233742725e-05,ok,4.446853782180577e-06,23,0.02759894799964968
color_m10,color,"{""base_field.npz"":""cells/two_lobes_s1_color_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_color_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_color_m10/config.json"",""curves.png"":""cells/two_lobes_s1_color_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_color_m10/error.png"",""field.npz"":""cells/two_lobes_s1_color_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_color_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_color_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_color_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_color_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_color_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_color_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_color_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_color_m10/target.npy"",""target.png"":""cells/two_lobes_s1_color_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_color_m10,0.0,recovery only,,2,two_lobes,21,20,2.6723812749720804e-05,4.386364648856553e-05,20,0.002531927078962326,1.0,0.9955424666404724,3,0.00014449466834776103,2.1469525819978348e-08,2.6723813789431006e-05,0.00401889499698882,50.44264779228978,6.607196570028703e-05,1,20,6,false,-1.974840233742725e-05,ok,4.5154935379993015e-06,23,0.02791284200066002
split_d1_m5,split,"{""base_field.npz"":""cells/two_lobes_s1_split_d1_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_split_d1_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_split_d1_m5/config.json"",""curves.png"":""cells/two_lobes_s1_split_d1_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_split_d1_m5/error.png"",""field.npz"":""cells/two_lobes_s1_split_d1_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_split_d1_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_split_d1_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_split_d1_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_split_d1_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_split_d1_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_split_d1_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_split_d1_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_split_d1_m5/target.npy"",""target.png"":""cells/two_lobes_s1_split_d1_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_split_d1_m5,0.0,recovery only,1,2,two_lobes,21,20,2.0393065416862526e-05,5.019439382142381e-05,20,0.0033579200971871614,0.5,0.9878356456756592,3,0.00014449466834776103,2.1469525819978348e-08,2.2831136448075995e-05,0.00401889499698882,49.15531365412802,6.451396478884357e-05,1,20,6,false,-1.974840233742725e-05,ok,6.073494449442766e-06,23,0.02895609899860574
split_d1_m10,split,"{""base_field.npz"":""cells/two_lobes_s1_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_split_d1_m10/config.json"",""curves.png"":""cells/two_lobes_s1_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_split_d1_m10/error.png"",""field.npz"":""cells/two_lobes_s1_split_d1_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_split_d1_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_split_d1_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_split_d1_m10/target.npy"",""target.png"":""cells/two_lobes_s1_split_d1_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_split_d1_m10,0.0,recovery only,1,2,two_lobes,21,20,6.0388913142172606e-05,1.0198546096113731e-05,20,0.001372045953758061,1.0,0.9906824827194214,3,0.00014449466834776103,2.1469525819978348e-08,9.866501204669476e-05,0.00401889499698882,51.82240669923875,6.730099179482297e-05,1,20,6,false,-1.974840233742725e-05,ok,3.286467443463364e-06,23,0.028097708000132116
split_d2_m5,split,"{""base_field.npz"":""cells/two_lobes_s1_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_split_d2_m5/config.json"",""curves.png"":""cells/two_lobes_s1_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_split_d2_m5/error.png"",""field.npz"":""cells/two_lobes_s1_split_d2_m5/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_split_d2_m5/history.json"",""immediate.png"":""cells/two_lobes_s1_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_split_d2_m5/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_split_d2_m5/target.npy"",""target.png"":""cells/two_lobes_s1_split_d2_m5/target.png""}",7.058745923828634e-05,two_lobes_s1_split_d2_m5,0.0,recovery only,2,2,two_lobes,21,20,-1.630924036345788e-05,8.689669960174421e-05,20,0.01777700148522854,0.5,0.9502422213554382,3,0.00014449466834776103,2.1469525819978348e-08,-1.3871162082068622e-05,0.00401889499698882,40.67771861467834,2.7811659008523162e-05,1,20,6,false,-1.974840233742725e-05,ok,4.2775800229763174e-05,23,0.0289134250015195
split_d2_m10,split,"{""base_field.npz"":""cells/two_lobes_s1_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_split_d2_m10/config.json"",""curves.png"":""cells/two_lobes_s1_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_split_d2_m10/error.png"",""field.npz"":""cells/two_lobes_s1_split_d2_m10/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_split_d2_m10/history.json"",""immediate.png"":""cells/two_lobes_s1_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_split_d2_m10/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_split_d2_m10/target.npy"",""target.png"":""cells/two_lobes_s1_split_d2_m10/target.png""}",7.058745923828634e-05,two_lobes_s1_split_d2_m10,0.0,recovery only,2,2,two_lobes,21,20,2.3686607361852215e-05,4.690085187643412e-05,20,0.014679554849863052,1.0,0.953046977519989,3,0.00014449466834776103,2.1469525819978348e-08,6.196270987857133e-05,0.00401889499698882,40.970319232911066,3.059868601450257e-05,1,20,6,false,-1.974840233742725e-05,ok,3.9988773223783765e-05,23,0.028838993999670492
birth_d1,birth,"{""base_field.npz"":""cells/two_lobes_s1_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_birth_d1/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_birth_d1/config.json"",""curves.png"":""cells/two_lobes_s1_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_birth_d1/error.png"",""field.npz"":""cells/two_lobes_s1_birth_d1/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_birth_d1/history.json"",""immediate.png"":""cells/two_lobes_s1_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_birth_d1/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_birth_d1/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_birth_d1/target.npy"",""target.png"":""cells/two_lobes_s1_birth_d1/target.png""}",7.058745923828634e-05,two_lobes_s1_birth_d1,0.0,recovery only,1,2,two_lobes,21,20,2.6781868732913995e-05,4.380559050537234e-05,20,0.0017281618202105165,1.0,0.9903234243392944,3,0.00014449466834776103,2.1469525819978348e-08,-6.921927706571296e-07,0.00401889499698882,51.40530703960238,6.696970300579734e-05,1,20,6,false,-1.974840233742725e-05,ok,3.617756232489006e-06,23,0.02765315899887355
birth_d2,birth,"{""base_field.npz"":""cells/two_lobes_s1_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/two_lobes_s1_birth_d2/base_reconstruction.npy"",""config.json"":""cells/two_lobes_s1_birth_d2/config.json"",""curves.png"":""cells/two_lobes_s1_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/two_lobes_s1_birth_d2/error.png"",""field.npz"":""cells/two_lobes_s1_birth_d2/field.npz"",""gradient_packet"":""cases/two_lobes_s1/gradient_packet.npz"",""history.json"":""cells/two_lobes_s1_birth_d2/history.json"",""immediate.png"":""cells/two_lobes_s1_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/two_lobes_s1_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/two_lobes_s1_birth_d2/input_field.npz"",""progress.jsonl"":""cells/two_lobes_s1_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/two_lobes_s1_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/two_lobes_s1_birth_d2/reconstruction.png"",""target.npy"":""cells/two_lobes_s1_birth_d2/target.npy"",""target.png"":""cells/two_lobes_s1_birth_d2/target.png""}",7.058745923828634e-05,two_lobes_s1_birth_d2,0.0,recovery only,2,2,two_lobes,21,20,-9.920437047406403e-06,8.050789628569274e-05,20,0.015775442123413086,1.0,0.9526160955429077,3,0.00014449466834776103,2.1469525819978348e-08,-3.739449311979115e-05,0.00401889499698882,40.93448812947155,3.026739722547693e-05,1,20,6,false,-1.974840233742725e-05,ok,4.0320062012809405e-05,23,0.02781712900105049
